,PID,Name,Arrival Time,Burst Time,Priority,Start Time,Finish Time,Waiting Time,Turnaround Time,Response Time
0,4,Process-4,2,4,5,4,8,0,6,2
1,3,Process-3,8,3,2,16,19,0,11,8
2,5,Process-5,6,12,0,19,47,0,41,13
3,1,Process-1,0,20,2,0,51,0,51,0
4,2,Process-2,8,18,3,12,57,0,49,4
