,PID,Name,Arrival Time,Burst Time,Priority,Start Time,Finish Time,Waiting Time,Turnaround Time,Response Time
0,1,Process-1,0,20,2,0,20,0,20,0
1,3,Process-3,8,3,2,20,23,0,15,12
2,4,Process-4,2,4,5,23,27,0,25,21
3,5,Process-5,6,12,0,27,39,0,33,21
4,2,Process-2,8,18,3,39,57,0,49,31
