,PID,Name,Arrival Time,Burst Time,Priority,Start Time,Finish Time,Waiting Time,Turnaround Time,Response Time
0,1,Process-1,0,7,3,0,7,0,7,0
1,3,Process-3,6,2,1,7,9,0,3,1
2,4,Process-4,0,10,5,9,19,0,19,9
3,2,Process-2,4,12,1,19,31,0,27,15
4,5,Process-5,5,14,0,31,45,0,40,26
