,PID,Name,Arrival Time,Burst Time,Priority,Start Time,Finish Time,Waiting Time,Turnaround Time,Response Time
0,1,Process-1,0,7,3,0,13,0,13,0
1,4,Process-4,0,10,5,2,17,0,17,2
2,3,Process-3,6,2,1,21,23,0,17,15
3,2,Process-2,4,12,1,17,31,0,27,13
4,5,Process-5,5,14,0,31,45,0,40,26
