,PID,Name,Arrival Time,Burst Time,Priority,Start Time,Finish Time,Waiting Time,Turnaround Time,Response Time
0,2,Process-2,0,8,5,4,28,0,28,4
1,1,Process-1,0,10,2,0,34,0,34,0
2,4,Process-4,8,6,4,16,36,0,28,8
3,5,Process-5,5,8,1,20,40,0,35,15
4,3,Process-3,2,9,3,8,41,0,39,6
